len_email,avg_word_len,sd_word_len,huffingtonpost,guardian,state_gov
23,4.82608695652,1.88015202699,0,0,0
364,4.90384615385,1.75852289991,0,0,0
340,5.99705882353,2.33452165325,0,0,0
124,6.07258064516,2.07198435002,0,0,0
91,6.24175824176,3.99543877121,0,0,0
119,5.71428571429,2.85840308341,0,0,0
652,5.54601226994,1.83507895548,0,0,0
610,5.43606557377,1.97193695132,0,0,0
86,5.55813953488,2.61749325831,0,0,1
711,5.47538677918,1.80455715846,0,0,0
1002,5.41417165669,1.81837997981,0,0,1
225,5.60444444444,1.96389132485,0,0,0
6019,5.64728360193,1.76385329588,0,0,0
219,4.96803652968,2.09889757507,0,0,0
146,4.84246575342,1.81579205015,0,0,0
110,5.67272727273,2.17468531019,0,0,0
54,6.92592592593,9.04280326057,0,0,0
220,5.05,2.00278215581,0,0,0
80,5.9,2.76857363998,0,0,0
12,4.75,2.45373864406,0,0,0
798,5.80827067669,1.97910938348,0,0,0
235,5.02127659574,2.06582487468,0,0,0
55,5.36363636364,2.00330305758,0,0,0
46,4.86956521739,1.71449949158,0,0,0
248,6.00403225806,1.78817347762,0,0,1
179,5.06703910615,1.82348970296,0,0,0
491,5.33808553971,1.78468125162,0,0,0
46,4.41304347826,1.75172073112,0,0,0
52,5.63461538462,3.6110346171,0,0,1
77,5.79220779221,1.70055500747,0,0,0
739,5.49255751015,1.81584853674,0,0,0
497,5.54325955734,2.50364720659,0,0,1
621,5.66022544283,2.24049524677,0,0,1
479,5.65553235908,2.02807170016,0,0,0
978,5.48261758691,1.85469186141,0,0,0
1001,5.48851148851,1.83867809716,0,0,0
1073,5.47716682199,1.83516712728,0,0,0
693,5.42857142857,1.75551667498,0,0,0
155,5.17419354839,1.8215498084,0,0,1
642,5.67133956386,1.85017160439,0,0,1
855,5.67134502924,1.69783072921,0,0,0
40,5.55,1.98683164863,0,0,0
12,6.0,2.0,0,0,0
12,5.33333333333,1.84089350286,0,0,0
67,5.32835820896,1.90355566512,0,0,0
31,5.16129032258,2.01761235756,0,0,0
69,5.65217391304,1.73477716028,0,0,0
114,5.37719298246,2.00171133309,0,0,1
86,5.6511627907,4.22827536963,0,0,0
51,5.39215686275,2.69406341813,0,0,1
336,5.59821428571,2.55111957715,0,0,0
34,4.79411764706,1.93693833247,0,0,0
38,5.28947368421,2.53302289491,0,0,1
844,5.50710900474,1.80538863823,0,0,1
13,5.30769230769,2.72833043861,0,0,1
129,5.33333333333,1.76676173505,0,0,0
72,5.30555555556,2.62275771368,0,0,0
60,5.66666666667,1.490711985,0,0,0
75,5.09333333333,1.96077082348,0,0,0
47,5.87234042553,2.1099260981,0,0,0
70,5.32857142857,1.95463864816,0,0,1
8,4.375,1.49478259289,0,0,0
37,4.37837837838,1.61665907338,0,0,0
25,5.28,1.66180624623,0,0,0
53,4.77358490566,1.54969880742,0,0,0
20,4.5,1.56524758425,0,0,0
15,4.73333333333,1.65193489245,0,0,0
61,5.19672131148,1.75386853098,0,0,1
84,5.09523809524,1.96165046896,0,0,0
67,4.64179104478,1.99028605562,0,0,1
18,5.27777777778,2.35243503997,0,0,1
45,5.02222222222,1.59845604519,0,0,0
36,5.16666666667,1.5,0,0,0
23,4.73913043478,1.82297872115,0,0,0
84,4.66666666667,1.65711548965,0,0,0
56,5.32142857143,1.42812493022,0,0,0
33,5.0,1.59544807043,0,0,0
322,5.69565217391,1.86681872508,0,0,0
22,5.27272727273,1.98131770161,0,0,0
358,5.58938547486,1.85857492173,0,0,0
27,4.77777777778,1.7069212773,0,0,1
29,4.13793103448,1.52505823362,0,0,0
14,6.0,1.60356745147,0,0,0
43,4.37209302326,1.41459593728,0,0,0
89,4.32584269663,1.67449660991,0,0,1
76,5.27631578947,1.90289726615,0,0,0
11,4.81818181818,1.64140637139,0,0,0
32,5.21875,2.23235266871,0,0,1
27,5.2962962963,1.97793035894,0,0,1
262,5.75572519084,1.82263798022,0,0,0
47,5.31914893617,2.397750568,0,0,1
114,5.36842105263,1.89303042067,0,0,1
108,5.17592592593,1.62063489904,0,0,0
147,5.15646258503,2.24881126655,0,0,1
21,4.95238095238,1.67548686531,0,0,0
14,5.28571428571,1.90595200916,0,0,0
9,4.88888888889,2.13148067703,0,0,0
77,4.63636363636,1.72761445697,0,0,0
34,4.5,2.32947860867,0,0,1
8,4.875,1.8998355192,0,0,0
261,5.40996168582,1.83738747107,0,0,1
75,5.32,1.66661333248,0,0,0
213,5.37558685446,3.43822277191,0,0,0
9,5.0,1.94365063162,0,0,0
7,6.0,2.72554057548,0,0,1
36,4.75,1.53432938663,0,0,0
44,4.79545454545,2.25206516794,0,0,1
92,5.48913043478,1.73515169878,0,0,0
58,4.62068965517,1.69000700067,0,0,0
104,4.80769230769,1.68749315142,0,0,0
127,4.74803149606,1.66940275962,0,0,0
156,5.34615384615,2.97350230811,0,0,0
26,6.34615384615,4.75509692284,0,0,1
8,4.375,2.28787565222,0,0,0
41,4.85365853659,1.6012339085,0,0,0
10,4.3,1.34536240471,0,0,0
37,4.56756756757,1.32625342123,0,0,0
14,4.07142857143,1.48633228905,0,0,0
219,5.77625570776,2.038484227,0,0,0
11,4.27272727273,1.21287855128,0,0,0
35,4.37142857143,1.5507733423,0,0,0
756,5.28703703704,3.13891620222,0,0,0
22,4.77272727273,1.92900865217,0,0,0
187,5.03743315508,2.11278001709,0,0,1
62,4.72580645161,1.63795067513,0,0,0
57,4.71929824561,1.49565905165,0,0,0
56,5.80357142857,2.34078468877,0,0,0
42,5.09523809524,2.09090460953,0,0,1
46,4.54347826087,1.77796319396,0,0,0
63,4.7619047619,1.83194133921,0,0,0
87,4.79310344828,1.85780695726,0,0,0
114,4.9298245614,1.98997178083,0,0,0
23,5.17391304348,1.97048159889,0,0,1
204,5.66176470588,1.93732907495,0,0,0
47,5.55319148936,2.75069438536,0,0,1
212,5.21698113208,2.25080579693,0,0,1
10,4.7,1.48660687473,0,0,0
29,5.51724137931,2.07814057563,0,0,0
6,5.5,1.8929694486,0,0,0
25,4.36,1.67044904143,0,0,0
66,5.27272727273,2.5497798749,0,0,1
258,5.29069767442,1.85438687335,0,0,0
19,5.36842105263,2.05734950376,0,0,0
13,4.92307692308,1.73034182757,0,0,0
82,5.29268292683,2.39658194039,0,0,1
29,4.68965517241,1.87733208122,0,0,0
8,5.125,1.69096865731,0,0,0
19,4.78947368421,1.70383305855,0,0,0
37,4.62162162162,1.76070242972,0,0,0
6,4.83333333333,2.54405625375,0,0,1
22,4.95454545455,1.7958860241,0,0,0
217,4.93548387097,2.03551052733,0,0,0
34,5.44117647059,2.10309542832,0,0,0
237,4.88185654008,1.94729281205,0,0,0
32,5.875,2.63094564748,0,0,0
20,4.55,2.06094638455,0,0,1
32,4.71875,1.89133509392,0,0,1
66,5.16666666667,2.21279566306,0,0,1
33,4.93939393939,2.14531757823,0,0,1
82,4.9512195122,1.84722890037,0,0,0
503,5.52087475149,1.89984346698,0,0,0
78,5.48717948718,1.75224098085,0,0,0
18,4.27777777778,1.96654111338,0,0,0
48,5.02083333333,2.11630164175,0,0,1
130,5.18461538462,1.76628517335,0,0,0
14,4.92857142857,2.08615455236,0,0,0
10,4.3,1.61554944214,0,0,0
72,4.77777777778,1.8198154838,0,0,0
20,3.9,1.54596248337,0,0,0
7,5.0,1.69030850946,0,0,0
73,5.80821917808,1.78776307957,0,0,0
32,4.90625,2.33665593049,0,0,1
316,5.37658227848,1.80206167871,0,0,0
16,4.25,1.39194109071,0,0,0
62,4.27419354839,1.29725957855,0,0,0
269,5.43494423792,1.96447210401,0,0,0
119,4.81512605042,1.81943931965,0,0,0
31,4.90322580645,2.05339747908,0,0,1
48,4.22916666667,1.46115797876,0,0,0
98,5.5612244898,1.86846180615,0,0,0
49,4.79591836735,1.87333154977,0,0,1
31,4.67741935484,1.69224219982,0,0,0
664,8.24397590361,6.35312226432,0,0,0
40,4.8,1.83303027798,0,0,0
101,5.61386138614,2.00973027612,0,0,0
27,4.33333333333,1.6996731712,0,0,0
952,5.11344537815,1.75905457656,0,0,0
6,4.33333333333,1.6996731712,0,0,0
210,5.19047619048,1.98131864746,0,0,0
50,4.7,2.01246117975,0,0,0
46,4.5652173913,1.55552554957,0,0,0
57,4.47368421053,1.62335220809,0,0,0
89,4.69662921348,1.82617974417,0,0,0
61,5.16393442623,1.55953258938,0,0,0
396,5.21212121212,1.58924877287,0,0,0
15,5.46666666667,1.89267594221,0,0,0
15,4.73333333333,1.38884444373,0,0,0
150,5.25333333333,1.80438970908,0,0,0
114,5.35964912281,2.03963874073,0,0,0
424,5.2358490566,1.60071851079,0,0,0
15,5.53333333333,2.21710521978,0,0,1
550,5.17818181818,1.73233325674,0,0,0
82,5.39024390244,2.17388097123,0,0,0
12,5.58333333333,2.28977194401,0,0,1
206,5.08252427184,1.88452704192,0,0,0
87,4.63218390805,1.72949359759,0,0,1
331,5.2084592145,1.66591592636,0,0,0
73,5.58904109589,2.09915584102,0,0,0
15,5.26666666667,1.98214249964,0,0,1
90,4.82222222222,1.86534344635,0,0,1
11,5.09090909091,1.9284730396,0,0,0
32,4.90625,1.86009702368,0,0,0
26,4.80769230769,1.92192273056,0,0,1
13,4.76923076923,2.18926914935,0,0,1
7,4.57142857143,1.98976975388,0,0,0
8,4.375,2.28787565222,0,0,0
168,5.10714285714,1.89308174768,0,0,0
250,5.356,1.76331052285,0,0,0
32,4.40625,1.76527928031,0,0,1
39,4.74358974359,1.67512645857,0,0,0
245,5.75102040816,1.927049394,0,0,0
84,5.04761904762,2.01721615047,0,0,0
29,4.58620689655,1.65085644187,0,0,0
101,4.69306930693,1.56535874645,0,0,0
46,4.82608695652,1.46412680352,0,0,0
37,5.02702702703,2.03332355392,0,0,0
30,5.03333333333,1.81628436344,0,0,0
16,4.1875,1.94353897568,0,0,0
29,4.55172413793,1.8492534728,0,0,0
51,4.8431372549,1.92376824885,0,0,0
8,4.625,1.86664806538,0,0,0
80,5.175,1.59510971409,0,0,0
122,4.97540983607,1.68631480422,0,0,0
915,5.19672131148,1.67351276897,0,0,0
19,5.05263157895,1.70057836015,0,0,0
318,5.21383647799,1.76216269309,0,0,0
35,5.14285714286,1.7911346307,0,0,0
74,5.17567567568,2.40134032454,0,0,1
607,5.42668863262,1.77688232057,0,0,0
116,5.22413793103,2.44627164201,0,0,1
37,4.91891891892,2.56144362145,0,0,0
11,4.36363636364,1.82272160507,0,0,0
10,4.9,1.7,0,0,0
160,5.50625,1.61631090372,0,0,0
11,3.72727272727,1.28564869307,0,0,0
434,5.02995391705,1.54845738539,0,0,0
286,4.89160839161,2.04293072436,0,0,1
54,4.42592592593,1.89151959146,0,0,0
78,5.0,2.3369934663,0,0,0
44,5.0,1.69222822445,0,0,0
13,4.0,1.96116135138,0,0,0
55,5.36363636364,2.3148817866,0,0,0
451,5.23503325942,1.8958973529,0,0,0
32,5.15625,1.54331977811,0,0,0
69,4.69565217391,1.42751783995,0,0,0
71,5.39436619718,1.76410910556,0,0,0
44,5.36363636364,2.25721982144,0,0,0
15,4.66666666667,1.81352940116,0,0,0
158,4.93670886076,2.12186789071,0,0,0
636,5.45911949686,1.77948525652,0,0,0
37,5.08108108108,1.79154739667,0,0,0
15,5.4,2.12289111041,0,0,0
186,4.85483870968,2.16407700303,0,0,0
217,4.8801843318,2.0307370715,0,0,0
67,5.40298507463,1.79601300973,0,0,0
53,5.11320754717,1.87998772937,0,0,0
122,5.1393442623,1.9261597476,0,0,0
704,5.64488636364,1.9595416291,0,0,1
6,5.66666666667,1.79505493571,0,0,0
140,5.19285714286,1.81224575979,0,0,0
18,4.88888888889,1.55951876085,0,0,0
32,4.875,1.79843682124,0,0,0
59,5.28813559322,1.67788049773,0,0,0
35,4.62857142857,1.51347687293,0,0,0
56,4.66071428571,1.56155583719,0,0,0
108,5.15740740741,1.9107979574,0,0,0
129,5.3023255814,2.02543765454,0,0,1
15,4.8,2.07203603572,0,0,0
22,4.77272727273,1.64956793742,0,0,0
184,5.08695652174,1.95688402443,0,0,0
1528,5.73232984293,1.68445365048,0,0,0
39,5.0,1.56892908111,0,0,0
71,4.94366197183,1.61757359537,0,0,0
22,4.31818181818,1.81874991125,0,0,0
125,5.296,2.03970193901,0,0,0
64,4.828125,1.70984911158,0,0,0
52,4.86538461538,1.84003392688,0,0,1
49,4.85714285714,2.03038148622,0,0,1
492,5.32113821138,1.80404928603,0,0,1
111,5.48648648649,1.93062033099,0,0,0
52,4.69230769231,2.2406941021,0,0,1
515,5.34563106796,1.78040993965,0,0,0
11,5.09090909091,1.31110955471,0,0,0
17,5.05882352941,1.58932424542,0,0,0
20,4.5,1.56524758425,0,0,0
285,5.40350877193,1.85112245818,0,0,0
70,5.68571428571,3.68604649666,0,0,0
75,5.08,1.77207975742,0,0,0
74,5.44594594595,1.84641282529,0,0,0
172,5.20348837209,2.32013169606,0,0,0
10,5.0,1.84390889146,0,0,0
10,4.7,1.84661853126,0,0,0
27,4.85185185185,1.83996182939,0,0,0
28,4.78571428571,1.58918539009,0,0,0
27,4.18518518519,1.90587856745,0,0,0
40,5.1,1.82756668825,0,0,0
23,4.69565217391,1.87511814373,0,0,0
479,5.15657620042,1.98494163341,0,0,1
53,5.20754716981,1.94605057785,0,0,0
40,5.025,2.0674561664,0,0,0
21,5.7619047619,2.36853906961,0,0,0
10,5.6,1.2,0,0,0
47,5.48936170213,2.13254757674,0,0,0
26,4.34615384615,1.639472422,0,0,0
39,4.58974358974,1.67512645857,0,0,0
51,5.09803921569,1.31737859076,0,0,0
118,5.27118644068,1.97724777452,0,0,0
182,5.26923076923,2.09106904189,0,0,0
38,4.92105263158,2.21693931911,0,0,0
101,5.45544554455,1.81044687047,0,0,0
8,4.625,1.72753437014,0,0,0
420,5.4380952381,2.11535794348,0,0,1
9,5.22222222222,1.47405546238,0,0,0
144,5.70138888889,2.01066552384,0,0,0
255,4.8,1.93704849262,0,0,0
34,4.32352941176,1.72729963059,0,0,1
83,5.20481927711,2.16633072793,0,0,0
24,4.5,1.68325082306,0,0,0
24,4.41666666667,1.4976833963,0,0,0
15,4.93333333333,2.43493098237,0,0,1
51,4.45098039216,1.47280878104,0,0,0
79,4.49367088608,1.53337072005,0,0,0
147,5.1768707483,1.85421263438,0,0,0
22,4.86363636364,1.48616206584,0,0,0
58,5.15517241379,1.82701682738,0,0,0
50,4.42,2.11745129814,0,0,0
16,4.0625,1.59956048651,0,0,0
9,4.22222222222,1.39664501,0,0,0
33,4.36363636364,1.29844153246,0,0,0
71,4.52112676056,1.79089367045,0,0,0
12,4.5,1.44337567297,0,0,0
330,5.69090909091,2.56814561519,0,0,0
112,5.64285714286,2.32170328045,0,0,1
148,5.02702702703,1.8706334595,0,0,0
64,3.984375,2.0728316042,0,0,0
54,5.25925925926,2.80333918077,0,0,1
23,4.86956521739,1.4235396125,0,0,0
8,4.75,1.39194109071,0,0,0
23,4.78260869565,1.7682347311,0,0,0
56,5.0,2.05287255189,0,0,0
25,5.08,1.35410487038,0,0,0
32,5.15625,1.679087829,0,0,0
106,5.74528301887,6.11534000776,0,0,0
20,4.75,1.60857079421,0,0,0
1604,5.37219451372,1.81755087799,0,0,1
72,5.26388888889,2.02067821092,0,0,0
8,5.0,1.80277563773,0,0,0
182,4.85164835165,2.06620438961,0,0,1
32,5.125,2.08791163606,0,0,0
28,4.85714285714,2.08248281959,0,0,0
14,4.92857142857,1.70981560051,0,0,0
481,5.54885654886,1.73091125887,0,0,0
369,5.43360433604,1.75507263744,0,0,0
30,4.56666666667,1.52059929706,0,0,0
294,5.40136054422,1.90830574122,0,0,1
434,5.73271889401,3.64716776414,0,0,0
156,4.99358974359,1.48711040954,0,0,0
335,5.52537313433,1.72906180095,0,0,0
59,5.35593220339,1.93769662197,0,0,0
85,4.37647058824,2.29565559309,0,0,0
37,4.89189189189,2.01056377442,0,0,0
343,5.20408163265,1.75272739213,0,0,0
19,4.10526315789,1.77392626804,0,0,0
35,4.25714285714,2.01909254218,0,0,1
663,5.53242835596,2.11403868534,0,0,0
1439,6.54760250174,3.59971518723,0,0,0
207,4.99516908213,2.04182731587,0,0,0
50,5.62,5.47682389711,0,0,0
14,4.78571428571,2.5404884634,0,0,0
36,4.55555555556,1.78643724342,0,0,0
206,5.33980582524,1.94114068186,0,0,0
227,5.33480176211,1.9197043023,0,0,0
156,5.47435897436,1.80969156583,0,0,1
19,5.10526315789,1.65098812014,0,0,0
194,5.74742268041,1.77993355508,0,0,0
113,5.87610619469,2.3541819065,0,0,0
16,4.5,1.45773797371,0,0,0
41,5.17073170732,2.18534407655,0,0,0
22,5.68181818182,1.81874991125,0,0,0
214,5.21962616822,2.10326578517,0,0,0
93,5.32258064516,2.10560588334,0,0,0
75,3.93333333333,1.95505043982,0,0,1
7,4.85714285714,2.41593350361,0,0,0
38,4.39473684211,1.63094215077,0,0,0
87,4.09195402299,1.82342474234,0,0,0
13,4.61538461538,1.86211052876,0,0,0
35,6.28571428571,6.88921073054,0,0,0
19,5.68421052632,1.48864585513,0,0,0
23,4.86956521739,1.64988399661,0,0,0
16,4.4375,1.57990308247,0,0,0
61,3.96721311475,1.99151654146,0,0,0
9,4.66666666667,1.76383420738,0,0,0
14,4.35714285714,1.71577316421,0,0,0
46,4.71739130435,1.51317465698,0,0,0
48,4.25,1.95256241898,0,0,0
68,4.70588235294,1.55354266426,0,0,0
14,4.71428571429,1.78999486945,0,0,0
20,4.15,1.55804364509,0,0,0
12,4.66666666667,1.59861050777,0,0,0
271,5.0147601476,1.73730605322,0,0,0
73,4.69863013699,1.64429217404,0,0,1
406,5.28078817734,1.82483560754,0,0,0
72,4.19444444444,2.08592431476,0,0,1
143,5.27272727273,1.80977075464,0,0,0
132,4.59090909091,1.85437462077,0,0,0
200,4.77,1.77118604331,0,0,0
14,5.5,3.06477685042,0,0,0
15,5.0,1.67332005307,0,0,0
9,4.33333333333,2.05480466766,0,0,0
59,4.47457627119,1.64013158012,0,0,1
99,4.40404040404,1.61382406711,0,0,0
22,4.81818181818,1.94553950537,0,0,0
40,4.475,2.0855155238,0,0,0
10,4.6,1.8,0,0,0
8,5.375,2.17586189819,0,0,0
11,5.09090909091,1.5048132143,0,0,0
31,4.77419354839,1.36096923289,0,0,0
66,3.81818181818,1.99171839093,0,0,0
110,5.04545454545,1.64806422887,0,0,0
63,4.06349206349,2.16665213089,0,0,0
77,3.77922077922,1.72546531743,0,0,0
28,5.14285714286,2.27900801908,0,0,0
31,4.67741935484,2.16104957735,0,0,1
7,5.85714285714,1.6413036133,0,0,0
21,4.7619047619,1.54009158369,0,0,0
121,5.69421487603,1.9019041142,0,0,0
69,3.86956521739,1.84872101091,0,0,1
164,5.20731707317,1.68014085413,0,0,0
91,4.96703296703,1.51512919299,0,0,0
111,4.86486486486,1.52744552983,0,0,0
109,5.64220183486,2.29687835938,0,0,1
53,5.7358490566,2.03878379762,0,0,0
34,4.73529411765,1.73728699125,0,0,0
44,4.25,1.3837531309,0,0,0
90,4.42222222222,1.52736358022,0,0,0
83,4.95180722892,1.9131983847,0,0,1
438,4.95890410959,1.89764350019,0,0,0
19,4.36842105263,1.0863035495,0,0,0
778,5.23007712082,1.58552911192,0,0,0
34,4.47058823529,1.75290169715,0,0,0
43,4.60465116279,1.71368683041,0,0,1
17,5.11764705882,1.60449196435,0,0,0
71,5.47887323944,2.77239488138,0,0,0
33,4.45454545455,1.84375948426,0,0,0
93,4.66666666667,1.74955191396,0,0,0
1308,5.29663608563,2.492328474,0,0,0
108,5.38888888889,2.24364672292,0,0,1
135,5.62962962963,1.9578549893,0,0,0
64,4.859375,1.61890382956,0,0,0
42,4.90476190476,1.63021359701,0,0,0
94,5.1914893617,2.38022257025,0,0,1
74,5.36486486486,1.90003075597,0,0,0
147,5.15646258503,2.14031811569,0,0,0
179,5.29608938547,1.80518691301,0,0,0
266,5.53007518797,1.7258096046,0,0,0
448,5.40625,2.22007002986,1,0,0
54,4.94444444444,1.74713168817,0,0,0
15,4.93333333333,1.48174071806,0,0,0
16,4.5625,1.27322179922,0,0,0
47,4.8085106383,1.96391161859,0,0,0
79,5.01265822785,1.93890005935,0,0,0
80,5.0,1.92353840617,0,0,0
33,5.0303030303,1.62340548315,0,0,0
150,5.24666666667,2.1289642761,0,0,0
14,4.21428571429,2.14404728854,0,0,0
25,4.48,1.83564702489,0,0,0
393,5.5165394402,1.85761789898,0,0,1
70,4.94285714286,1.5936096877,0,0,0
7,4.71428571429,2.24971653543,0,0,0
561,5.36007130125,2.07663583572,0,0,0
123,5.24390243902,1.94368463857,0,0,1
618,5.85113268608,4.03870918193,0,0,0
130,5.24615384615,1.80197130713,0,0,1
596,5.29530201342,2.09746845079,0,0,0
30,4.6,1.74355957742,0,0,0
26,4.57692307692,1.66809603402,0,0,0
30,5.03333333333,1.64282953738,0,0,0
69,5.0,2.46129458101,0,0,1
54,5.61111111111,2.97779850739,0,0,1
90,4.87777777778,2.43049047532,0,0,1
78,5.46153846154,2.51504349604,0,0,1
469,5.66524520256,2.06939496365,0,0,0
18,4.94444444444,1.80961083054,0,0,0
7,4.57142857143,1.916629695,0,0,0
43,4.6976744186,2.18381875601,0,0,0
25,4.4,2.03960780544,0,0,1
118,4.86440677966,2.00809908526,0,0,1
11,4.36363636364,2.10076727423,0,0,0
69,4.5652173913,1.61943147001,0,0,0
48,5.20833333333,1.84795307179,0,0,1
13,4.30769230769,1.5876744185,0,0,0
83,5.28915662651,2.06829258774,0,0,0
58,4.36206896552,1.49364488073,0,0,0
183,5.10928961749,1.9245526166,0,0,0
211,5.47867298578,2.03599601071,0,0,0
16,5.1875,1.77548408892,0,0,0
48,5.41666666667,2.05986784905,0,0,0
37,4.32432432432,1.35674598897,0,0,0
300,5.32,1.87730303006,0,0,0
216,5.12962962963,1.87622844989,0,0,0
182,5.11538461538,2.02264232996,0,0,0
11,5.27272727273,1.65644246894,0,0,0
31,5.0,1.79605302027,0,0,0
19,4.68421052632,1.45286039388,0,0,0
42,4.7619047619,1.64475390849,0,0,0
12,5.08333333333,1.60511335702,0,0,0
192,5.32291666667,1.69247594559,0,0,0
50,5.24,2.12188595358,0,0,1
48,4.25,1.76186454266,0,0,0
154,4.98051948052,1.79273707599,0,0,1
120,5.5,2.67394839142,0,0,1
43,5.62790697674,2.10230500093,0,0,0
119,5.01680672269,1.70013935799,0,0,0
128,5.171875,2.24690542399,0,0,0
42,5.35714285714,2.1361004588,0,0,0
104,5.24038461538,1.68987478091,0,0,0
22,4.31818181818,1.98600475227,0,0,0
26,5.15384615385,1.76923076923,0,0,0
725,5.62482758621,1.70271714032,0,0,0
54,5.7037037037,2.08725967461,0,0,0
41,4.90243902439,1.80520761658,0,0,0
16,4.25,1.43614066163,0,0,0
97,4.89690721649,1.58916781751,0,0,0
13,5.07692307692,2.81374479356,0,0,1
8,5.625,1.93245310422,0,0,0
139,5.25899280576,1.84015220475,0,0,0
255,5.41960784314,1.76912735859,0,0,0
15,4.46666666667,1.89267594221,0,0,1
29,4.58620689655,1.56507665075,0,0,0
28,4.92857142857,2.12011743995,0,0,0
490,5.33673469388,2.36446428998,0,1,0
23,4.60869565217,1.52484155798,0,0,0
59,5.74576271186,1.54692938429,0,0,0
34,4.08823529412,1.83699958466,0,0,1
58,4.96551724138,1.96491218757,0,0,1
121,5.97520661157,2.12992379454,0,0,1
137,5.83211678832,2.05248413871,0,0,0
20,4.7,1.9,0,0,0
181,5.70165745856,2.04897158244,0,0,0
50,4.7,1.81383571472,0,0,0
102,5.10784313725,1.80362849282,0,0,0
170,4.85882352941,1.935142136,0,0,0
24,5.125,1.8998355192,0,0,0
9,5.0,2.16024689947,0,0,0
26,4.46153846154,1.66942572417,0,0,0
74,5.12162162162,1.88846214212,0,0,0
66,5.10606060606,1.67086248712,0,0,0
30,4.73333333333,1.5477582355,0,0,0
125,5.32,1.88722017793,0,0,0
246,5.93089430894,1.69627186046,0,0,0
12,5.0,1.58113883008,0,0,0
12,6.08333333333,1.75396376499,0,0,0
24,5.20833333333,2.90084997122,0,0,1
55,5.67272727273,1.87863146954,0,0,0
57,4.84210526316,2.64767010244,0,0,0
49,5.14285714286,1.7842851424,0,0,0
30,4.86666666667,1.76509363932,0,0,0
50,4.78,1.76963273026,0,0,0
18,5.0,1.73205080757,0,0,0
11,4.54545454545,1.15708382376,0,0,0
14,4.64285714286,1.04246567995,0,0,0
53,5.62264150943,5.7600655627,0,0,1
175,4.91428571429,1.86043663955,0,0,0
